HHS,Year,Quarter,Category,Actual_Revenue,Budgeted_Revenue,Variance,Variance_Pct,FY
Torres and Cape,2021,Q3,Car Parking,23662.0,22405.0,1257.0,5.61,FY2021/22
Torres and Cape,2021,Q3,Cafeteria & Food Services,11884.0,12786.0,-902.0,-7.05,FY2021/22
Torres and Cape,2021,Q3,Private Patient Fees,52267.0,50611.0,1656.0,3.27,FY2021/22
Torres and Cape,2021,Q3,Pharmacy Retail,15494.0,13967.0,1527.0,10.94,FY2021/22
Torres and Cape,2021,Q3,Medical Imaging (Private),12612.0,13433.0,-821.0,-6.11,FY2021/22
Torres and Cape,2021,Q3,Accommodation Fees,4917.0,4583.0,335.0,7.3,FY2021/22
Torres and Cape,2021,Q3,Equipment Hire,4310.0,4410.0,-100.0,-2.27,FY2021/22
Torres and Cape,2021,Q3,Research Grants,8376.0,8581.0,-205.0,-2.39,FY2021/22
Torres and Cape,2021,Q3,Other Commercial,2563.0,2496.0,67.0,2.7,FY2021/22
Torres and Cape,2021,Q4,Car Parking,25743.0,27344.0,-1601.0,-5.85,FY2021/22
Torres and Cape,2021,Q4,Cafeteria & Food Services,13111.0,14284.0,-1173.0,-8.21,FY2021/22
Torres and Cape,2021,Q4,Private Patient Fees,45958.0,48456.0,-2499.0,-5.16,FY2021/22
Torres and Cape,2021,Q4,Pharmacy Retail,16056.0,17333.0,-1277.0,-7.37,FY2021/22
Torres and Cape,2021,Q4,Medical Imaging (Private),13272.0,12177.0,1095.0,8.99,FY2021/22
Torres and Cape,2021,Q4,Accommodation Fees,5936.0,6322.0,-386.0,-6.11,FY2021/22
Torres and Cape,2021,Q4,Equipment Hire,4311.0,4054.0,258.0,6.36,FY2021/22
Torres and Cape,2021,Q4,Research Grants,10091.0,10798.0,-707.0,-6.54,FY2021/22
Torres and Cape,2021,Q4,Other Commercial,2551.0,2781.0,-231.0,-8.29,FY2021/22
Torres and Cape,2022,Q1,Car Parking,25201.0,23436.0,1764.0,7.53,FY2022/23
Torres and Cape,2022,Q1,Cafeteria & Food Services,15838.0,16078.0,-240.0,-1.49,FY2022/23
Torres and Cape,2022,Q1,Private Patient Fees,56850.0,51358.0,5492.0,10.69,FY2022/23
Torres and Cape,2022,Q1,Pharmacy Retail,20916.0,19011.0,1905.0,10.02,FY2022/23
Torres and Cape,2022,Q1,Medical Imaging (Private),12916.0,11661.0,1255.0,10.77,FY2022/23
Torres and Cape,2022,Q1,Accommodation Fees,6379.0,6931.0,-551.0,-7.96,FY2022/23
Torres and Cape,2022,Q1,Equipment Hire,4896.0,5212.0,-316.0,-6.06,FY2022/23
Torres and Cape,2022,Q1,Research Grants,9704.0,9785.0,-82.0,-0.83,FY2022/23
Torres and Cape,2022,Q1,Other Commercial,3109.0,3108.0,1.0,0.02,FY2022/23
Torres and Cape,2022,Q2,Car Parking,25352.0,26287.0,-935.0,-3.56,FY2022/23
Torres and Cape,2022,Q2,Cafeteria & Food Services,15708.0,16541.0,-833.0,-5.04,FY2022/23
Torres and Cape,2022,Q2,Private Patient Fees,54742.0,50903.0,3839.0,7.54,FY2022/23
Torres and Cape,2022,Q2,Pharmacy Retail,19505.0,18227.0,1278.0,7.01,FY2022/23
Torres and Cape,2022,Q2,Medical Imaging (Private),15389.0,15737.0,-348.0,-2.21,FY2022/23
Torres and Cape,2022,Q2,Accommodation Fees,5762.0,6295.0,-533.0,-8.46,FY2022/23
Torres and Cape,2022,Q2,Equipment Hire,4730.0,4326.0,404.0,9.34,FY2022/23
Torres and Cape,2022,Q2,Research Grants,11322.0,10763.0,559.0,5.19,FY2022/23
Torres and Cape,2022,Q2,Other Commercial,3368.0,3582.0,-214.0,-5.98,FY2022/23
Torres and Cape,2022,Q3,Car Parking,31500.0,31512.0,-12.0,-0.04,FY2022/23
Torres and Cape,2022,Q3,Cafeteria & Food Services,15526.0,16313.0,-787.0,-4.82,FY2022/23
Torres and Cape,2022,Q3,Private Patient Fees,50090.0,50560.0,-470.0,-0.93,FY2022/23
Torres and Cape,2022,Q3,Pharmacy Retail,19044.0,17481.0,1564.0,8.94,FY2022/23
Torres and Cape,2022,Q3,Medical Imaging (Private),13848.0,14827.0,-978.0,-6.6,FY2022/23
Torres and Cape,2022,Q3,Accommodation Fees,6815.0,6269.0,546.0,8.71,FY2022/23
Torres and Cape,2022,Q3,Equipment Hire,4246.0,4045.0,202.0,4.98,FY2022/23
Torres and Cape,2022,Q3,Research Grants,11975.0,11087.0,889.0,8.02,FY2022/23
Torres and Cape,2022,Q3,Other Commercial,3305.0,3041.0,264.0,8.67,FY2022/23
Torres and Cape,2022,Q4,Car Parking,29088.0,28250.0,837.0,2.96,FY2022/23
Torres and Cape,2022,Q4,Cafeteria & Food Services,16784.0,15890.0,894.0,5.63,FY2022/23
Torres and Cape,2022,Q4,Private Patient Fees,56771.0,53770.0,3001.0,5.58,FY2022/23
Torres and Cape,2022,Q4,Pharmacy Retail,19801.0,21281.0,-1480.0,-6.95,FY2022/23
Torres and Cape,2022,Q4,Medical Imaging (Private),12861.0,13804.0,-943.0,-6.83,FY2022/23
Torres and Cape,2022,Q4,Accommodation Fees,6419.0,5941.0,479.0,8.06,FY2022/23
Torres and Cape,2022,Q4,Equipment Hire,4627.0,4313.0,314.0,7.28,FY2022/23
Torres and Cape,2022,Q4,Research Grants,11516.0,12112.0,-596.0,-4.92,FY2022/23
Torres and Cape,2022,Q4,Other Commercial,2842.0,2846.0,-3.0,-0.12,FY2022/23
Torres and Cape,2023,Q1,Car Parking,31222.0,33946.0,-2724.0,-8.02,FY2023/24
Torres and Cape,2023,Q1,Cafeteria & Food Services,16180.0,17637.0,-1457.0,-8.26,FY2023/24
Torres and Cape,2023,Q1,Private Patient Fees,56931.0,55727.0,1205.0,2.16,FY2023/24
Torres and Cape,2023,Q1,Pharmacy Retail,20971.0,20942.0,29.0,0.14,FY2023/24
Torres and Cape,2023,Q1,Medical Imaging (Private),14417.0,14389.0,28.0,0.19,FY2023/24
Torres and Cape,2023,Q1,Accommodation Fees,6988.0,7452.0,-464.0,-6.23,FY2023/24
Torres and Cape,2023,Q1,Equipment Hire,4726.0,4569.0,158.0,3.45,FY2023/24
Torres and Cape,2023,Q1,Research Grants,11268.0,11432.0,-164.0,-1.43,FY2023/24
Torres and Cape,2023,Q1,Other Commercial,3023.0,3201.0,-178.0,-5.55,FY2023/24
Torres and Cape,2023,Q2,Car Parking,28936.0,27976.0,960.0,3.43,FY2023/24
Torres and Cape,2023,Q2,Cafeteria & Food Services,14606.0,13843.0,763.0,5.51,FY2023/24
Torres and Cape,2023,Q2,Private Patient Fees,62535.0,60097.0,2438.0,4.06,FY2023/24
Torres and Cape,2023,Q2,Pharmacy Retail,17815.0,17675.0,140.0,0.79,FY2023/24
Torres and Cape,2023,Q2,Medical Imaging (Private),13843.0,12556.0,1287.0,10.25,FY2023/24
Torres and Cape,2023,Q2,Accommodation Fees,6177.0,6232.0,-54.0,-0.87,FY2023/24
Torres and Cape,2023,Q2,Equipment Hire,4898.0,4758.0,141.0,2.95,FY2023/24
Torres and Cape,2023,Q2,Research Grants,11147.0,12185.0,-1038.0,-8.52,FY2023/24
Torres and Cape,2023,Q2,Other Commercial,3131.0,2979.0,151.0,5.08,FY2023/24
Torres and Cape,2023,Q3,Car Parking,27243.0,27013.0,230.0,0.85,FY2023/24
Torres and Cape,2023,Q3,Cafeteria & Food Services,17133.0,16125.0,1007.0,6.25,FY2023/24
Torres and Cape,2023,Q3,Private Patient Fees,59283.0,53606.0,5678.0,10.59,FY2023/24
Torres and Cape,2023,Q3,Pharmacy Retail,18977.0,20024.0,-1047.0,-5.23,FY2023/24
Torres and Cape,2023,Q3,Medical Imaging (Private),13953.0,14131.0,-178.0,-1.26,FY2023/24
Torres and Cape,2023,Q3,Accommodation Fees,5994.0,6285.0,-290.0,-4.62,FY2023/24
Torres and Cape,2023,Q3,Equipment Hire,4318.0,4623.0,-304.0,-6.59,FY2023/24
Torres and Cape,2023,Q3,Research Grants,10472.0,11256.0,-784.0,-6.97,FY2023/24
Torres and Cape,2023,Q3,Other Commercial,3111.0,3250.0,-139.0,-4.26,FY2023/24
Torres and Cape,2023,Q4,Car Parking,27771.0,30025.0,-2255.0,-7.51,FY2023/24
Torres and Cape,2023,Q4,Cafeteria & Food Services,14683.0,13739.0,944.0,6.87,FY2023/24
Torres and Cape,2023,Q4,Private Patient Fees,56354.0,51642.0,4712.0,9.12,FY2023/24
Torres and Cape,2023,Q4,Pharmacy Retail,17941.0,19534.0,-1592.0,-8.15,FY2023/24
Torres and Cape,2023,Q4,Medical Imaging (Private),16175.0,15775.0,400.0,2.54,FY2023/24
Torres and Cape,2023,Q4,Accommodation Fees,7107.0,7170.0,-64.0,-0.89,FY2023/24
Torres and Cape,2023,Q4,Equipment Hire,4571.0,4756.0,-185.0,-3.89,FY2023/24
Torres and Cape,2023,Q4,Research Grants,11720.0,12867.0,-1147.0,-8.91,FY2023/24
Torres and Cape,2023,Q4,Other Commercial,3044.0,3148.0,-105.0,-3.33,FY2023/24
Torres and Cape,2024,Q1,Car Parking,26603.0,24548.0,2056.0,8.37,FY2024/25
Torres and Cape,2024,Q1,Cafeteria & Food Services,14588.0,16046.0,-1457.0,-9.08,FY2024/25
Torres and Cape,2024,Q1,Private Patient Fees,62165.0,65730.0,-3565.0,-5.42,FY2024/25
Torres and Cape,2024,Q1,Pharmacy Retail,19918.0,19122.0,796.0,4.17,FY2024/25
Torres and Cape,2024,Q1,Medical Imaging (Private),13657.0,13068.0,588.0,4.5,FY2024/25
Torres and Cape,2024,Q1,Accommodation Fees,6427.0,6756.0,-329.0,-4.88,FY2024/25
Torres and Cape,2024,Q1,Equipment Hire,5015.0,4591.0,424.0,9.23,FY2024/25
Torres and Cape,2024,Q1,Research Grants,10251.0,9436.0,815.0,8.64,FY2024/25
Torres and Cape,2024,Q1,Other Commercial,3241.0,3522.0,-281.0,-7.97,FY2024/25
Torres and Cape,2024,Q2,Car Parking,30791.0,32650.0,-1859.0,-5.69,FY2024/25
Torres and Cape,2024,Q2,Cafeteria & Food Services,16426.0,15972.0,454.0,2.85,FY2024/25
Torres and Cape,2024,Q2,Private Patient Fees,52513.0,56461.0,-3948.0,-6.99,FY2024/25
Torres and Cape,2024,Q2,Pharmacy Retail,21222.0,19814.0,1409.0,7.11,FY2024/25
Torres and Cape,2024,Q2,Medical Imaging (Private),14948.0,14910.0,38.0,0.25,FY2024/25
Torres and Cape,2024,Q2,Accommodation Fees,6823.0,7432.0,-609.0,-8.19,FY2024/25
Torres and Cape,2024,Q2,Equipment Hire,5063.0,5104.0,-41.0,-0.8,FY2024/25
Torres and Cape,2024,Q2,Research Grants,10341.0,9437.0,904.0,9.58,FY2024/25
Torres and Cape,2024,Q2,Other Commercial,3063.0,2777.0,286.0,10.32,FY2024/25
Torres and Cape,2024,Q3,Car Parking,31549.0,32958.0,-1409.0,-4.28,FY2024/25
Torres and Cape,2024,Q3,Cafeteria & Food Services,15114.0,16129.0,-1016.0,-6.3,FY2024/25
Torres and Cape,2024,Q3,Private Patient Fees,53158.0,51044.0,2114.0,4.14,FY2024/25
Torres and Cape,2024,Q3,Pharmacy Retail,18675.0,18198.0,477.0,2.62,FY2024/25
Torres and Cape,2024,Q3,Medical Imaging (Private),14026.0,13995.0,31.0,0.22,FY2024/25
Torres and Cape,2024,Q3,Accommodation Fees,6477.0,7107.0,-630.0,-8.87,FY2024/25
Torres and Cape,2024,Q3,Equipment Hire,4439.0,4121.0,318.0,7.71,FY2024/25
Torres and Cape,2024,Q3,Research Grants,10348.0,10608.0,-260.0,-2.46,FY2024/25
Torres and Cape,2024,Q3,Other Commercial,2958.0,3157.0,-199.0,-6.3,FY2024/25
Torres and Cape,2024,Q4,Car Parking,29893.0,30055.0,-161.0,-0.54,FY2024/25
Torres and Cape,2024,Q4,Cafeteria & Food Services,16805.0,15698.0,1106.0,7.05,FY2024/25
Torres and Cape,2024,Q4,Private Patient Fees,53755.0,51807.0,1948.0,3.76,FY2024/25
Torres and Cape,2024,Q4,Pharmacy Retail,20318.0,19140.0,1178.0,6.15,FY2024/25
Torres and Cape,2024,Q4,Medical Imaging (Private),13532.0,14804.0,-1272.0,-8.59,FY2024/25
Torres and Cape,2024,Q4,Accommodation Fees,5864.0,6219.0,-355.0,-5.71,FY2024/25
Torres and Cape,2024,Q4,Equipment Hire,5311.0,5096.0,215.0,4.23,FY2024/25
Torres and Cape,2024,Q4,Research Grants,10578.0,9829.0,750.0,7.63,FY2024/25
Torres and Cape,2024,Q4,Other Commercial,3469.0,3568.0,-99.0,-2.78,FY2024/25
Metro North,2019,Q1,Car Parking,645841.0,702350.0,-56509.0,-8.05,FY2019/20
Metro North,2019,Q1,Cafeteria & Food Services,351477.0,327285.0,24192.0,7.39,FY2019/20
Metro North,2019,Q1,Private Patient Fees,1103589.0,1179118.0,-75528.0,-6.41,FY2019/20
Metro North,2019,Q1,Pharmacy Retail,375070.0,343003.0,32067.0,9.35,FY2019/20
Metro North,2019,Q1,Medical Imaging (Private),317153.0,310970.0,6183.0,1.99,FY2019/20
Metro North,2019,Q1,Accommodation Fees,147949.0,152395.0,-4446.0,-2.92,FY2019/20
Metro North,2019,Q1,Equipment Hire,90891.0,99033.0,-8141.0,-8.22,FY2019/20
Metro North,2019,Q1,Research Grants,221571.0,214357.0,7214.0,3.37,FY2019/20
Metro North,2019,Q1,Other Commercial,65624.0,59734.0,5890.0,9.86,FY2019/20
Metro North,2019,Q2,Car Parking,604294.0,558769.0,45525.0,8.15,FY2019/20
Metro North,2019,Q2,Cafeteria & Food Services,328014.0,318220.0,9794.0,3.08,FY2019/20
Metro North,2019,Q2,Private Patient Fees,1253006.0,1328981.0,-75975.0,-5.72,FY2019/20
Metro North,2019,Q2,Pharmacy Retail,369661.0,359795.0,9866.0,2.74,FY2019/20
Metro North,2019,Q2,Medical Imaging (Private),293208.0,272767.0,20442.0,7.49,FY2019/20
Metro North,2019,Q2,Accommodation Fees,144027.0,149996.0,-5969.0,-3.98,FY2019/20
Metro North,2019,Q2,Equipment Hire,93310.0,90822.0,2487.0,2.74,FY2019/20
Metro North,2019,Q2,Research Grants,212948.0,218409.0,-5460.0,-2.5,FY2019/20
Metro North,2019,Q2,Other Commercial,61093.0,67031.0,-5937.0,-8.86,FY2019/20
Metro North,2019,Q3,Car Parking,645542.0,631370.0,14171.0,2.24,FY2019/20
Metro North,2019,Q3,Cafeteria & Food Services,342335.0,370499.0,-28163.0,-7.6,FY2019/20
Metro North,2019,Q3,Private Patient Fees,1191269.0,1113717.0,77552.0,6.96,FY2019/20
Metro North,2019,Q3,Pharmacy Retail,391462.0,418328.0,-26866.0,-6.42,FY2019/20
Metro North,2019,Q3,Medical Imaging (Private),312866.0,322298.0,-9431.0,-2.93,FY2019/20
Metro North,2019,Q3,Accommodation Fees,146232.0,157755.0,-11522.0,-7.3,FY2019/20
Metro North,2019,Q3,Equipment Hire,110956.0,101965.0,8991.0,8.82,FY2019/20
Metro North,2019,Q3,Research Grants,237691.0,249124.0,-11433.0,-4.59,FY2019/20
Metro North,2019,Q3,Other Commercial,71344.0,72866.0,-1523.0,-2.09,FY2019/20
Metro North,2019,Q4,Car Parking,556434.0,589532.0,-33099.0,-5.61,FY2019/20
Metro North,2019,Q4,Cafeteria & Food Services,353750.0,324469.0,29281.0,9.02,FY2019/20
Metro North,2019,Q4,Private Patient Fees,1165786.0,1089771.0,76014.0,6.98,FY2019/20
Metro North,2019,Q4,Pharmacy Retail,387473.0,350127.0,37346.0,10.67,FY2019/20
Metro North,2019,Q4,Medical Imaging (Private),295166.0,298111.0,-2944.0,-0.99,FY2019/20
Metro North,2019,Q4,Accommodation Fees,138257.0,142778.0,-4521.0,-3.17,FY2019/20
Metro North,2019,Q4,Equipment Hire,108936.0,102736.0,6199.0,6.03,FY2019/20
Metro North,2019,Q4,Research Grants,213777.0,228807.0,-15030.0,-6.57,FY2019/20
Metro North,2019,Q4,Other Commercial,61662.0,67517.0,-5855.0,-8.67,FY2019/20
Metro North,2020,Q1,Car Parking,505617.0,505705.0,-89.0,-0.02,FY2020/21
Metro North,2020,Q1,Cafeteria & Food Services,289550.0,266234.0,23316.0,8.76,FY2020/21
Metro North,2020,Q1,Private Patient Fees,865522.0,889450.0,-23927.0,-2.69,FY2020/21
Metro North,2020,Q1,Pharmacy Retail,300260.0,325984.0,-25725.0,-7.89,FY2020/21
Metro North,2020,Q1,Medical Imaging (Private),209251.0,211319.0,-2068.0,-0.98,FY2020/21
Metro North,2020,Q1,Accommodation Fees,106088.0,109329.0,-3241.0,-2.96,FY2020/21
Metro North,2020,Q1,Equipment Hire,73302.0,71316.0,1986.0,2.78,FY2020/21
Metro North,2020,Q1,Research Grants,196679.0,184679.0,12000.0,6.5,FY2020/21
Metro North,2020,Q1,Other Commercial,55984.0,56686.0,-702.0,-1.24,FY2020/21
Metro North,2020,Q2,Car Parking,496607.0,517823.0,-21216.0,-4.1,FY2020/21
Metro North,2020,Q2,Cafeteria & Food Services,241340.0,244661.0,-3321.0,-1.36,FY2020/21
Metro North,2020,Q2,Private Patient Fees,988635.0,975212.0,13422.0,1.38,FY2020/21
Metro North,2020,Q2,Pharmacy Retail,346351.0,343041.0,3310.0,0.96,FY2020/21
Metro North,2020,Q2,Medical Imaging (Private),213577.0,208854.0,4723.0,2.26,FY2020/21
Metro North,2020,Q2,Accommodation Fees,115079.0,110930.0,4149.0,3.74,FY2020/21
Metro North,2020,Q2,Equipment Hire,84747.0,91209.0,-6462.0,-7.08,FY2020/21
Metro North,2020,Q2,Research Grants,175159.0,160560.0,14599.0,9.09,FY2020/21
Metro North,2020,Q2,Other Commercial,54710.0,52647.0,2062.0,3.92,FY2020/21
Metro North,2020,Q3,Car Parking,498932.0,493210.0,5722.0,1.16,FY2020/21
Metro North,2020,Q3,Cafeteria & Food Services,258642.0,273018.0,-14376.0,-5.27,FY2020/21
Metro North,2020,Q3,Private Patient Fees,882812.0,872770.0,10042.0,1.15,FY2020/21
Metro North,2020,Q3,Pharmacy Retail,302217.0,294198.0,8018.0,2.73,FY2020/21
Metro North,2020,Q3,Medical Imaging (Private),235059.0,249576.0,-14517.0,-5.82,FY2020/21
Metro North,2020,Q3,Accommodation Fees,100380.0,100867.0,-487.0,-0.48,FY2020/21
Metro North,2020,Q3,Equipment Hire,81059.0,77321.0,3738.0,4.83,FY2020/21
Metro North,2020,Q3,Research Grants,171991.0,186899.0,-14909.0,-7.98,FY2020/21
Metro North,2020,Q3,Other Commercial,54697.0,55541.0,-844.0,-1.52,FY2020/21
Metro North,2020,Q4,Car Parking,483772.0,438230.0,45542.0,10.39,FY2020/21
Metro North,2020,Q4,Cafeteria & Food Services,266917.0,267425.0,-508.0,-0.19,FY2020/21
Metro North,2020,Q4,Private Patient Fees,918435.0,892613.0,25822.0,2.89,FY2020/21
Metro North,2020,Q4,Pharmacy Retail,280186.0,263001.0,17184.0,6.53,FY2020/21
Metro North,2020,Q4,Medical Imaging (Private),258875.0,254148.0,4727.0,1.86,FY2020/21
Metro North,2020,Q4,Accommodation Fees,102994.0,93780.0,9214.0,9.82,FY2020/21
Metro North,2020,Q4,Equipment Hire,69226.0,72233.0,-3007.0,-4.16,FY2020/21
Metro North,2020,Q4,Research Grants,183353.0,183672.0,-319.0,-0.17,FY2020/21
Metro North,2020,Q4,Other Commercial,48712.0,51096.0,-2384.0,-4.67,FY2020/21
Metro North,2021,Q1,Car Parking,519237.0,487038.0,32199.0,6.61,FY2021/22
Metro North,2021,Q1,Cafeteria & Food Services,310466.0,297195.0,13271.0,4.47,FY2021/22
Metro North,2021,Q1,Private Patient Fees,1030487.0,1060420.0,-29933.0,-2.82,FY2021/22
Metro North,2021,Q1,Pharmacy Retail,389732.0,415027.0,-25295.0,-6.09,FY2021/22
Metro North,2021,Q1,Medical Imaging (Private),276508.0,252899.0,23609.0,9.34,FY2021/22
Metro North,2021,Q1,Accommodation Fees,118558.0,129940.0,-11382.0,-8.76,FY2021/22
Metro North,2021,Q1,Equipment Hire,96198.0,100234.0,-4035.0,-4.03,FY2021/22
Metro North,2021,Q1,Research Grants,193455.0,194159.0,-704.0,-0.36,FY2021/22
Metro North,2021,Q1,Other Commercial,55727.0,56498.0,-772.0,-1.37,FY2021/22
Metro North,2021,Q2,Car Parking,621129.0,679319.0,-58190.0,-8.57,FY2021/22
Metro North,2021,Q2,Cafeteria & Food Services,316471.0,313826.0,2645.0,0.84,FY2021/22
Metro North,2021,Q2,Private Patient Fees,1214134.0,1256291.0,-42157.0,-3.36,FY2021/22
Metro North,2021,Q2,Pharmacy Retail,336831.0,334522.0,2309.0,0.69,FY2021/22
Metro North,2021,Q2,Medical Imaging (Private),264494.0,262896.0,1597.0,0.61,FY2021/22
Metro North,2021,Q2,Accommodation Fees,124028.0,126066.0,-2038.0,-1.62,FY2021/22
Metro North,2021,Q2,Equipment Hire,90794.0,84698.0,6096.0,7.2,FY2021/22
Metro North,2021,Q2,Research Grants,219590.0,234092.0,-14502.0,-6.19,FY2021/22
Metro North,2021,Q2,Other Commercial,65152.0,63045.0,2106.0,3.34,FY2021/22
Metro North,2021,Q3,Car Parking,623126.0,674498.0,-51371.0,-7.62,FY2021/22
Metro North,2021,Q3,Cafeteria & Food Services,291558.0,264700.0,26857.0,10.15,FY2021/22
Metro North,2021,Q3,Private Patient Fees,1160503.0,1236542.0,-76039.0,-6.15,FY2021/22
Metro North,2021,Q3,Pharmacy Retail,418337.0,450953.0,-32617.0,-7.23,FY2021/22
Metro North,2021,Q3,Medical Imaging (Private),288885.0,290621.0,-1736.0,-0.6,FY2021/22
Metro North,2021,Q3,Accommodation Fees,111162.0,105529.0,5632.0,5.34,FY2021/22
Metro North,2021,Q3,Equipment Hire,93115.0,95508.0,-2393.0,-2.51,FY2021/22
Metro North,2021,Q3,Research Grants,222409.0,233202.0,-10793.0,-4.63,FY2021/22
Metro North,2021,Q3,Other Commercial,59371.0,60142.0,-771.0,-1.28,FY2021/22
Metro North,2021,Q4,Car Parking,508393.0,499614.0,8778.0,1.76,FY2021/22
Metro North,2021,Q4,Cafeteria & Food Services,332238.0,345089.0,-12851.0,-3.72,FY2021/22
Metro North,2021,Q4,Private Patient Fees,1226146.0,1171678.0,54468.0,4.65,FY2021/22
Metro North,2021,Q4,Pharmacy Retail,375942.0,363124.0,12817.0,3.53,FY2021/22
Metro North,2021,Q4,Medical Imaging (Private),278058.0,297908.0,-19851.0,-6.66,FY2021/22
Metro North,2021,Q4,Accommodation Fees,130911.0,140924.0,-10013.0,-7.11,FY2021/22
Metro North,2021,Q4,Equipment Hire,87336.0,93857.0,-6522.0,-6.95,FY2021/22
Metro North,2021,Q4,Research Grants,196214.0,211464.0,-15250.0,-7.21,FY2021/22
Metro North,2021,Q4,Other Commercial,60113.0,57884.0,2229.0,3.85,FY2021/22
Metro North,2022,Q1,Car Parking,661145.0,719417.0,-58272.0,-8.1,FY2022/23
Metro North,2022,Q1,Cafeteria & Food Services,326491.0,316842.0,9649.0,3.05,FY2022/23
Metro North,2022,Q1,Private Patient Fees,1391536.0,1362608.0,28929.0,2.12,FY2022/23
Metro North,2022,Q1,Pharmacy Retail,407756.0,401623.0,6133.0,1.53,FY2022/23
Metro North,2022,Q1,Medical Imaging (Private),320562.0,347196.0,-26633.0,-7.67,FY2022/23
Metro North,2022,Q1,Accommodation Fees,155705.0,155865.0,-159.0,-0.1,FY2022/23
Metro North,2022,Q1,Equipment Hire,122750.0,121898.0,852.0,0.7,FY2022/23
Metro North,2022,Q1,Research Grants,229187.0,218290.0,10897.0,4.99,FY2022/23
Metro North,2022,Q1,Other Commercial,72124.0,67175.0,4949.0,7.37,FY2022/23
Metro North,2022,Q2,Car Parking,730044.0,769006.0,-38962.0,-5.07,FY2022/23
Metro North,2022,Q2,Cafeteria & Food Services,345873.0,352154.0,-6281.0,-1.78,FY2022/23
Metro North,2022,Q2,Private Patient Fees,1349967.0,1469109.0,-119142.0,-8.11,FY2022/23
Metro North,2022,Q2,Pharmacy Retail,479742.0,481199.0,-1458.0,-0.3,FY2022/23
Metro North,2022,Q2,Medical Imaging (Private),351343.0,355710.0,-4367.0,-1.23,FY2022/23
Metro North,2022,Q2,Accommodation Fees,148349.0,136918.0,11431.0,8.35,FY2022/23
Metro North,2022,Q2,Equipment Hire,100014.0,100604.0,-591.0,-0.59,FY2022/23
Metro North,2022,Q2,Research Grants,242146.0,218951.0,23196.0,10.59,FY2022/23
Metro North,2022,Q2,Other Commercial,77165.0,69950.0,7215.0,10.31,FY2022/23
Metro North,2022,Q3,Car Parking,674306.0,679592.0,-5286.0,-0.78,FY2022/23
Metro North,2022,Q3,Cafeteria & Food Services,407448.0,406161.0,1286.0,0.32,FY2022/23
Metro North,2022,Q3,Private Patient Fees,1147586.0,1159449.0,-11863.0,-1.02,FY2022/23
Metro North,2022,Q3,Pharmacy Retail,475466.0,522713.0,-47247.0,-9.04,FY2022/23
Metro North,2022,Q3,Medical Imaging (Private),324106.0,312457.0,11648.0,3.73,FY2022/23
Metro North,2022,Q3,Accommodation Fees,160794.0,150864.0,9929.0,6.58,FY2022/23
Metro North,2022,Q3,Equipment Hire,112916.0,110787.0,2129.0,1.92,FY2022/23
Metro North,2022,Q3,Research Grants,228132.0,221164.0,6968.0,3.15,FY2022/23
Metro North,2022,Q3,Other Commercial,69121.0,71693.0,-2573.0,-3.59,FY2022/23
Metro North,2022,Q4,Car Parking,730238.0,696362.0,33876.0,4.86,FY2022/23
Metro North,2022,Q4,Cafeteria & Food Services,393617.0,358614.0,35004.0,9.76,FY2022/23
Metro North,2022,Q4,Private Patient Fees,1293568.0,1182463.0,111105.0,9.4,FY2022/23
Metro North,2022,Q4,Pharmacy Retail,485269.0,511119.0,-25850.0,-5.06,FY2022/23
Metro North,2022,Q4,Medical Imaging (Private),342111.0,364273.0,-22162.0,-6.08,FY2022/23
Metro North,2022,Q4,Accommodation Fees,151683.0,165909.0,-14226.0,-8.57,FY2022/23
Metro North,2022,Q4,Equipment Hire,115514.0,125325.0,-9811.0,-7.83,FY2022/23
Metro North,2022,Q4,Research Grants,257422.0,237707.0,19715.0,8.29,FY2022/23
Metro North,2022,Q4,Other Commercial,73743.0,68240.0,5503.0,8.06,FY2022/23
Metro North,2023,Q1,Car Parking,692413.0,689988.0,2424.0,0.35,FY2023/24
Metro North,2023,Q1,Cafeteria & Food Services,387391.0,349430.0,37961.0,10.86,FY2023/24
Metro North,2023,Q1,Private Patient Fees,1220656.0,1218540.0,2117.0,0.17,FY2023/24
Metro North,2023,Q1,Pharmacy Retail,500410.0,488761.0,11649.0,2.38,FY2023/24
Metro North,2023,Q1,Medical Imaging (Private),332541.0,346820.0,-14279.0,-4.12,FY2023/24
Metro North,2023,Q1,Accommodation Fees,154278.0,148073.0,6204.0,4.19,FY2023/24
