HHS,Year,Quarter,Care_Type,NWA_Units,NWA_Price,ABF_Funded_Amt,Actual_Cost,Variance,Variance_Pct,FY
Metro North,2019,Q2,Mental Health,7225.2,5012,36212625.0,38411079.0,-2198454.0,-6.07,FY2019/20
Metro North,2019,Q2,Maternity,3935.6,5012,19725380.0,20945073.0,-1219693.0,-6.18,FY2019/20
Metro North,2019,Q3,Admitted Acute,45356.1,5012,227324574.0,217821508.0,9503066.0,4.18,FY2019/20
Metro North,2019,Q3,Admitted Subacute,10171.5,5012,50979495.0,51956994.0,-977499.0,-1.92,FY2019/20
Metro North,2019,Q3,Emergency Department,24470.3,5012,122645167.0,132825395.0,-10180227.0,-8.3,FY2019/20
Metro North,2019,Q3,Outpatient,19102.7,5012,95742518.0,102974560.0,-7232042.0,-7.55,FY2019/20
Metro North,2019,Q3,Mental Health,7795.1,5012,39069213.0,39799958.0,-730745.0,-1.87,FY2019/20
Metro North,2019,Q3,Maternity,4083.8,5012,20467837.0,21767357.0,-1299521.0,-6.35,FY2019/20
Metro North,2019,Q4,Admitted Acute,44068.7,5012,220872448.0,238451349.0,-17578901.0,-7.96,FY2019/20
Metro North,2019,Q4,Admitted Subacute,9900.3,5012,49620275.0,50813601.0,-1193326.0,-2.4,FY2019/20
Metro North,2019,Q4,Emergency Department,24274.7,5012,121664873.0,118067917.0,3596956.0,2.96,FY2019/20
Metro North,2019,Q4,Outpatient,19034.5,5012,95401090.0,90724430.0,4676659.0,4.9,FY2019/20
Metro North,2019,Q4,Mental Health,7143.7,5012,35804289.0,36244627.0,-440338.0,-1.23,FY2019/20
Metro North,2019,Q4,Maternity,4130.2,5012,20700703.0,22113100.0,-1412397.0,-6.82,FY2019/20
Metro North,2020,Q1,Admitted Acute,37208.5,5127,190767988.0,195780973.0,-5012985.0,-2.63,FY2020/21
Metro North,2020,Q1,Admitted Subacute,8166.0,5127,41866858.0,42430085.0,-563227.0,-1.35,FY2020/21
Metro North,2020,Q1,Emergency Department,19927.0,5127,102165594.0,98328592.0,3837002.0,3.76,FY2020/21
Metro North,2020,Q1,Outpatient,17330.0,5127,88850763.0,94501332.0,-5650569.0,-6.36,FY2020/21
Metro North,2020,Q1,Mental Health,6756.4,5127,34640317.0,35637750.0,-997433.0,-2.88,FY2020/21
Metro North,2020,Q1,Maternity,3715.5,5127,19049537.0,20892898.0,-1843361.0,-9.68,FY2020/21
Metro North,2020,Q2,Admitted Acute,37999.7,5127,194824273.0,200953623.0,-6129351.0,-3.15,FY2020/21
Metro North,2020,Q2,Admitted Subacute,7877.0,5127,40385170.0,40708741.0,-323571.0,-0.8,FY2020/21
Metro North,2020,Q2,Emergency Department,20436.8,5127,104779459.0,106644520.0,-1865061.0,-1.78,FY2020/21
Metro North,2020,Q2,Outpatient,17266.5,5127,88525253.0,92129332.0,-3604078.0,-4.07,FY2020/21
Metro North,2020,Q2,Mental Health,6744.2,5127,34577311.0,37344539.0,-2767228.0,-8.0,FY2020/21
Metro North,2020,Q2,Maternity,3978.1,5127,20395793.0,21865940.0,-1470148.0,-7.21,FY2020/21
Metro North,2020,Q3,Admitted Acute,40645.1,5127,208387579.0,198614106.0,9773474.0,4.69,FY2020/21
Metro North,2020,Q3,Admitted Subacute,8109.0,5127,41574816.0,39549527.0,2025289.0,4.87,FY2020/21
Metro North,2020,Q3,Emergency Department,21327.9,5127,109347887.0,120574109.0,-11226222.0,-10.27,FY2020/21
Metro North,2020,Q3,Outpatient,16348.1,5127,83816760.0,92835097.0,-9018337.0,-10.76,FY2020/21
Metro North,2020,Q3,Mental Health,6163.3,5127,31598997.0,35038678.0,-3439681.0,-10.89,FY2020/21
Metro North,2020,Q3,Maternity,3698.5,5127,18962015.0,18340848.0,621166.0,3.28,FY2020/21
Metro North,2020,Q4,Admitted Acute,37798.4,5127,193792205.0,192562015.0,1230190.0,0.63,FY2020/21
Metro North,2020,Q4,Admitted Subacute,8230.5,5127,42197797.0,42292290.0,-94493.0,-0.22,FY2020/21
Metro North,2020,Q4,Emergency Department,21846.4,5127,112006623.0,116672529.0,-4665907.0,-4.17,FY2020/21
Metro North,2020,Q4,Outpatient,16533.1,5127,84765275.0,89321980.0,-4556705.0,-5.38,FY2020/21
Metro North,2020,Q4,Mental Health,6859.0,5127,35166002.0,35037508.0,128494.0,0.37,FY2020/21
Metro North,2020,Q4,Maternity,3736.0,5127,19154463.0,18593633.0,560831.0,2.93,FY2020/21
Metro North,2021,Q1,Admitted Acute,39339.2,5234,205901260.0,219447511.0,-13546251.0,-6.58,FY2021/22
Metro North,2021,Q1,Admitted Subacute,8851.7,5234,46330041.0,48149782.0,-1819741.0,-3.93,FY2021/22
Metro North,2021,Q1,Emergency Department,23562.3,5234,123325030.0,119399480.0,3925550.0,3.18,FY2021/22
Metro North,2021,Q1,Outpatient,18855.2,5234,98688148.0,98058091.0,630057.0,0.64,FY2021/22
Metro North,2021,Q1,Mental Health,7791.8,5234,40782149.0,42095447.0,-1313298.0,-3.22,FY2021/22
Metro North,2021,Q1,Maternity,4348.4,5234,22759284.0,23750189.0,-990905.0,-4.35,FY2021/22
Metro North,2021,Q2,Admitted Acute,38425.6,5234,201119694.0,212711375.0,-11591681.0,-5.76,FY2021/22
Metro North,2021,Q2,Admitted Subacute,10000.8,5234,52344182.0,55080423.0,-2736240.0,-5.23,FY2021/22
Metro North,2021,Q2,Emergency Department,23964.1,5234,125428024.0,138010349.0,-12582325.0,-10.03,FY2021/22
Metro North,2021,Q2,Outpatient,17842.7,5234,93388707.0,92085713.0,1302994.0,1.4,FY2021/22
Metro North,2021,Q2,Mental Health,7383.3,5234,38644019.0,39412063.0,-768044.0,-1.99,FY2021/22
Metro North,2021,Q2,Maternity,4370.8,5234,22876860.0,25233267.0,-2356407.0,-10.3,FY2021/22
Metro North,2021,Q3,Admitted Acute,40481.8,5234,211881724.0,209819690.0,2062034.0,0.97,FY2021/22
Metro North,2021,Q3,Admitted Subacute,9745.8,5234,51009468.0,50842005.0,167463.0,0.33,FY2021/22
Metro North,2021,Q3,Emergency Department,23976.6,5234,125493428.0,128258739.0,-2765311.0,-2.2,FY2021/22
Metro North,2021,Q3,Outpatient,19154.4,5234,100254047.0,96869571.0,3384476.0,3.38,FY2021/22
Metro North,2021,Q3,Mental Health,7398.2,5234,38722257.0,39760033.0,-1037776.0,-2.68,FY2021/22
Metro North,2021,Q3,Maternity,4202.8,5234,21997687.0,21526110.0,471577.0,2.14,FY2021/22
Metro North,2021,Q4,Admitted Acute,43025.1,5234,225193364.0,246964046.0,-21770682.0,-9.67,FY2021/22
Metro North,2021,Q4,Admitted Subacute,8904.4,5234,46605778.0,45033834.0,1571944.0,3.37,FY2021/22
Metro North,2021,Q4,Emergency Department,21062.0,5234,110238280.0,116757238.0,-6518958.0,-5.91,FY2021/22
Metro North,2021,Q4,Outpatient,18973.9,5234,99309614.0,103573826.0,-4264212.0,-4.29,FY2021/22
Metro North,2021,Q4,Mental Health,6943.3,5234,36341325.0,36939286.0,-597961.0,-1.65,FY2021/22
Metro North,2021,Q4,Maternity,4208.1,5234,22025000.0,22783770.0,-758769.0,-3.45,FY2021/22
Metro North,2022,Q1,Admitted Acute,48673.8,5389,262302907.0,255271814.0,7031093.0,2.68,FY2022/23
Metro North,2022,Q1,Admitted Subacute,10475.9,5389,56454830.0,57512465.0,-1057636.0,-1.87,FY2022/23
Metro North,2022,Q1,Emergency Department,24547.2,5389,132284983.0,141808393.0,-9523410.0,-7.2,FY2022/23
Metro North,2022,Q1,Outpatient,20943.1,5389,112862212.0,126237910.0,-13375698.0,-11.85,FY2022/23
Metro North,2022,Q1,Mental Health,7431.5,5389,40048171.0,38754560.0,1293610.0,3.23,FY2022/23
Metro North,2022,Q1,Maternity,4677.1,5389,25204689.0,26422725.0,-1218036.0,-4.83,FY2022/23
Metro North,2022,Q2,Admitted Acute,43518.5,5389,234521394.0,225961666.0,8559728.0,3.65,FY2022/23
Metro North,2022,Q2,Admitted Subacute,9485.3,5389,51116168.0,56330654.0,-5214485.0,-10.2,FY2022/23
Metro North,2022,Q2,Emergency Department,23608.2,5389,127224737.0,127857446.0,-632710.0,-0.5,FY2022/23
Metro North,2022,Q2,Outpatient,19428.9,5389,104702421.0,105786025.0,-1083604.0,-1.03,FY2022/23
Metro North,2022,Q2,Mental Health,7356.9,5389,39646418.0,41162504.0,-1516086.0,-3.82,FY2022/23
Metro North,2022,Q2,Maternity,4202.6,5389,22648045.0,24597149.0,-1949104.0,-8.61,FY2022/23
Metro North,2022,Q3,Admitted Acute,43226.3,5389,232946725.0,242684370.0,-9737645.0,-4.18,FY2022/23
Metro North,2022,Q3,Admitted Subacute,10776.5,5389,58074723.0,61596906.0,-3522183.0,-6.06,FY2022/23
Metro North,2022,Q3,Emergency Department,24963.4,5389,134528021.0,135219056.0,-691035.0,-0.51,FY2022/23
Metro North,2022,Q3,Outpatient,19774.6,5389,106565441.0,113365679.0,-6800237.0,-6.38,FY2022/23
Metro North,2022,Q3,Mental Health,8525.9,5389,45946296.0,48818521.0,-2872225.0,-6.25,FY2022/23
Metro North,2022,Q3,Maternity,4556.7,5389,24556287.0,26378623.0,-1822336.0,-7.42,FY2022/23
Metro North,2022,Q4,Admitted Acute,44898.6,5389,241958800.0,232334695.0,9624105.0,3.98,FY2022/23
Metro North,2022,Q4,Admitted Subacute,10260.0,5389,55291179.0,61527819.0,-6236640.0,-11.28,FY2022/23
Metro North,2022,Q4,Emergency Department,23542.4,5389,126870067.0,135408528.0,-8538461.0,-6.73,FY2022/23
Metro North,2022,Q4,Outpatient,19345.3,5389,104251796.0,108535576.0,-4283780.0,-4.11,FY2022/23
Metro North,2022,Q4,Mental Health,7391.4,5389,39832084.0,40890146.0,-1058062.0,-2.66,FY2022/23
Metro North,2022,Q4,Maternity,4700.1,5389,25328582.0,25558747.0,-230165.0,-0.91,FY2022/23
Metro North,2023,Q1,Admitted Acute,47419.0,5512,261373679.0,283649642.0,-22275962.0,-8.52,FY2023/24
Metro North,2023,Q1,Admitted Subacute,11105.5,5512,61213418.0,60594498.0,618919.0,1.01,FY2023/24
Metro North,2023,Q1,Emergency Department,25000.7,5512,137803631.0,134484041.0,3319590.0,2.41,FY2023/24
Metro North,2023,Q1,Outpatient,22428.2,5512,123624223.0,136924973.0,-13300750.0,-10.76,FY2023/24
Metro North,2023,Q1,Mental Health,8136.7,5512,44849427.0,49026957.0,-4177530.0,-9.31,FY2023/24
Metro North,2023,Q1,Maternity,4635.5,5512,25550833.0,26981924.0,-1431091.0,-5.6,FY2023/24
Metro North,2023,Q2,Admitted Acute,43162.8,5512,237913397.0,256564848.0,-18651452.0,-7.84,FY2023/24
Metro North,2023,Q2,Admitted Subacute,9775.8,5512,53884282.0,58757118.0,-4872836.0,-9.04,FY2023/24
Metro North,2023,Q2,Emergency Department,26556.6,5512,146380053.0,156697885.0,-10317832.0,-7.05,FY2023/24
Metro North,2023,Q2,Outpatient,19247.1,5512,106089926.0,106252437.0,-162511.0,-0.15,FY2023/24
Metro North,2023,Q2,Mental Health,7778.6,5512,42875436.0,43356635.0,-481199.0,-1.12,FY2023/24
Metro North,2023,Q2,Maternity,4315.2,5512,23785303.0,26384628.0,-2599325.0,-10.93,FY2023/24
Metro North,2023,Q3,Admitted Acute,46597.7,5512,256846556.0,257344616.0,-498060.0,-0.19,FY2023/24
Metro North,2023,Q3,Admitted Subacute,10223.7,5512,56352812.0,57819362.0,-1466550.0,-2.6,FY2023/24
Metro North,2023,Q3,Emergency Department,25819.0,5512,142314197.0,147674533.0,-5360336.0,-3.77,FY2023/24
Metro North,2023,Q3,Outpatient,22185.1,5512,122284081.0,126500900.0,-4216819.0,-3.45,FY2023/24
Metro North,2023,Q3,Mental Health,8721.7,5512,48073766.0,52628382.0,-4554616.0,-9.47,FY2023/24
Metro North,2023,Q3,Maternity,4404.5,5512,24277775.0,26904659.0,-2626884.0,-10.82,FY2023/24
Metro North,2023,Q4,Admitted Acute,43364.2,5512,239023362.0,260288423.0,-21265060.0,-8.9,FY2023/24
Metro North,2023,Q4,Admitted Subacute,10196.5,5512,56202847.0,61781296.0,-5578449.0,-9.93,FY2023/24
Metro North,2023,Q4,Emergency Department,26906.4,5512,148307918.0,161211793.0,-12903874.0,-8.7,FY2023/24
Metro North,2023,Q4,Outpatient,21754.8,5512,119912222.0,120127519.0,-215297.0,-0.18,FY2023/24
Metro North,2023,Q4,Mental Health,7542.9,5512,41576339.0,42345777.0,-769438.0,-1.85,FY2023/24
Metro North,2023,Q4,Maternity,4378.7,5512,24135225.0,25779840.0,-1644615.0,-6.81,FY2023/24
Metro North,2024,Q1,Admitted Acute,46086.5,5678,261679226.0,291995742.0,-30316515.0,-11.59,FY2024/25
Metro North,2024,Q1,Admitted Subacute,10871.0,5678,61725785.0,67270100.0,-5544315.0,-8.98,FY2024/25
Metro North,2024,Q1,Emergency Department,24459.5,5678,138881254.0,152289193.0,-13407938.0,-9.65,FY2024/25
Metro North,2024,Q1,Outpatient,22700.7,5678,128894688.0,133122502.0,-4227814.0,-3.28,FY2024/25
Metro North,2024,Q1,Mental Health,8409.3,5678,47748134.0,51568828.0,-3820694.0,-8.0,FY2024/25
Metro North,2024,Q1,Maternity,4479.2,5678,25432773.0,26334014.0,-901242.0,-3.54,FY2024/25
Metro North,2024,Q2,Admitted Acute,46483.9,5678,263935542.0,257306425.0,6629116.0,2.51,FY2024/25
Metro North,2024,Q2,Admitted Subacute,10405.9,5678,59084848.0,56815357.0,2269491.0,3.84,FY2024/25
Metro North,2024,Q2,Emergency Department,24015.8,5678,136361860.0,132677126.0,3684733.0,2.7,FY2024/25
Metro North,2024,Q2,Outpatient,22838.0,5678,129674264.0,135304723.0,-5630459.0,-4.34,FY2024/25
Metro North,2024,Q2,Mental Health,8885.0,5678,50449216.0,51636015.0,-1186800.0,-2.35,FY2024/25
Metro North,2024,Q2,Maternity,4582.7,5678,26020758.0,26958653.0,-937895.0,-3.6,FY2024/25
Metro North,2024,Q3,Admitted Acute,46792.7,5678,265688998.0,257177119.0,8511879.0,3.2,FY2024/25
Metro North,2024,Q3,Admitted Subacute,10870.8,5678,61724377.0,60905078.0,819299.0,1.33,FY2024/25
Metro North,2024,Q3,Emergency Department,26484.7,5678,150380392.0,159483546.0,-9103155.0,-6.05,FY2024/25
Metro North,2024,Q3,Outpatient,20078.7,5678,114006794.0,109495481.0,4511313.0,3.96,FY2024/25
Metro North,2024,Q3,Mental Health,8640.2,5678,49059042.0,50440842.0,-1381801.0,-2.82,FY2024/25
Metro North,2024,Q3,Maternity,4391.0,5678,24931938.0,27902012.0,-2970074.0,-11.91,FY2024/25
Metro North,2024,Q4,Admitted Acute,43906.8,5678,249302930.0,266294418.0,-16991488.0,-6.82,FY2024/25
Metro North,2024,Q4,Admitted Subacute,11454.0,5678,65035743.0,64428349.0,607394.0,0.93,FY2024/25
Metro North,2024,Q4,Emergency Department,24500.0,5678,139110846.0,135025917.0,4084929.0,2.94,FY2024/25
Metro North,2024,Q4,Outpatient,20593.2,5678,116928428.0,113090579.0,3837850.0,3.28,FY2024/25
Metro North,2024,Q4,Mental Health,8523.0,5678,48393477.0,46486271.0,1907206.0,3.94,FY2024/25
Metro North,2024,Q4,Maternity,4732.1,5678,26868995.0,30078187.0,-3209192.0,-11.94,FY2024/25
Metro South,2019,Q1,Admitted Acute,40959.2,5012,205287383.0,216493467.0,-11206085.0,-5.46,FY2019/20
Metro South,2019,Q1,Admitted Subacute,8503.0,5012,42616936.0,45006139.0,-2389203.0,-5.61,FY2019/20
Metro South,2019,Q1,Emergency Department,21542.8,5012,107972545.0,110394820.0,-2422275.0,-2.24,FY2019/20
Metro South,2019,Q1,Outpatient,16513.0,5012,82763330.0,91099478.0,-8336147.0,-10.07,FY2019/20
Metro South,2019,Q1,Mental Health,6770.2,5012,33932066.0,33358133.0,573933.0,1.69,FY2019/20
Metro South,2019,Q1,Maternity,3817.5,5012,19133219.0,19523576.0,-390357.0,-2.04,FY2019/20
Metro South,2019,Q2,Admitted Acute,41043.8,5012,205711708.0,221081344.0,-15369636.0,-7.47,FY2019/20
Metro South,2019,Q2,Admitted Subacute,9153.1,5012,45875358.0,43667620.0,2207737.0,4.81,FY2019/20
Metro South,2019,Q2,Emergency Department,21162.2,5012,106065149.0,109441045.0,-3375895.0,-3.18,FY2019/20
Metro South,2019,Q2,Outpatient,16199.9,5012,81193858.0,80720356.0,473503.0,0.58,FY2019/20
Metro South,2019,Q2,Mental Health,7109.2,5012,35631493.0,34680441.0,951053.0,2.67,FY2019/20
Metro South,2019,Q2,Maternity,3922.0,5012,19657232.0,19393517.0,263715.0,1.34,FY2019/20
Metro South,2019,Q3,Admitted Acute,35955.6,5012,180209636.0,178588515.0,1621121.0,0.9,FY2019/20
Metro South,2019,Q3,Admitted Subacute,9443.1,5012,47328951.0,51411609.0,-4082657.0,-8.63,FY2019/20
Metro South,2019,Q3,Emergency Department,23027.3,5012,115412662.0,119213800.0,-3801138.0,-3.29,FY2019/20
Metro South,2019,Q3,Outpatient,16454.1,5012,82468146.0,86026903.0,-3558757.0,-4.32,FY2019/20
Metro South,2019,Q3,Mental Health,6775.2,5012,33957202.0,37133583.0,-3176381.0,-9.35,FY2019/20
Metro South,2019,Q3,Maternity,3649.2,5012,18289808.0,18893390.0,-603582.0,-3.3,FY2019/20
Metro South,2019,Q4,Admitted Acute,36816.3,5012,184523314.0,185481896.0,-958582.0,-0.52,FY2019/20
Metro South,2019,Q4,Admitted Subacute,9108.2,5012,45650546.0,47062201.0,-1411656.0,-3.09,FY2019/20
Metro South,2019,Q4,Emergency Department,21024.0,5012,105372532.0,107170289.0,-1797757.0,-1.71,FY2019/20
Metro South,2019,Q4,Outpatient,17436.1,5012,87389866.0,94682796.0,-7292930.0,-8.35,FY2019/20
Metro South,2019,Q4,Mental Health,7253.2,5012,36352820.0,40439128.0,-4086308.0,-11.24,FY2019/20
Metro South,2019,Q4,Maternity,4079.0,5012,20444087.0,20518078.0,-73991.0,-0.36,FY2019/20
Metro South,2020,Q1,Admitted Acute,36236.9,5127,185786650.0,190318457.0,-4531807.0,-2.44,FY2020/21
Metro South,2020,Q1,Admitted Subacute,7604.4,5127,38987569.0,42611392.0,-3623823.0,-9.29,FY2020/21
Metro South,2020,Q1,Emergency Department,17919.0,5127,91870831.0,101361046.0,-9490214.0,-10.33,FY2020/21
Metro South,2020,Q1,Outpatient,15732.5,5127,80660679.0,85365152.0,-4704474.0,-5.83,FY2020/21
Metro South,2020,Q1,Mental Health,6313.1,5127,32367320.0,35674290.0,-3306970.0,-10.22,FY2020/21
Metro South,2020,Q1,Maternity,3594.7,5127,18430151.0,19432175.0,-1002024.0,-5.44,FY2020/21
Metro South,2020,Q2,Admitted Acute,32738.9,5127,167852390.0,174252495.0,-6400105.0,-3.81,FY2020/21
Metro South,2020,Q2,Admitted Subacute,7472.0,5127,38309053.0,41196166.0,-2887114.0,-7.54,FY2020/21
Metro South,2020,Q2,Emergency Department,19385.7,5127,99390663.0,105914539.0,-6523876.0,-6.56,FY2020/21
Metro South,2020,Q2,Outpatient,14669.2,5127,75209203.0,72532856.0,2676346.0,3.56,FY2020/21
Metro South,2020,Q2,Mental Health,6369.2,5127,32655017.0,31422432.0,1232585.0,3.77,FY2020/21
Metro South,2020,Q2,Maternity,3276.5,5127,16798527.0,15993179.0,805348.0,4.79,FY2020/21
Metro South,2020,Q3,Admitted Acute,37747.4,5127,193530966.0,208118637.0,-14587672.0,-7.54,FY2020/21
Metro South,2020,Q3,Admitted Subacute,7729.2,5127,39627641.0,39643930.0,-16289.0,-0.04,FY2020/21
Metro South,2020,Q3,Emergency Department,18882.6,5127,96811253.0,104719870.0,-7908618.0,-8.17,FY2020/21
Metro South,2020,Q3,Outpatient,16238.8,5127,83256441.0,81714802.0,1541639.0,1.85,FY2020/21
Metro South,2020,Q3,Mental Health,5835.2,5127,29916829.0,28921414.0,995415.0,3.33,FY2020/21
Metro South,2020,Q3,Maternity,3608.0,5127,18498350.0,19977170.0,-1478820.0,-7.99,FY2020/21
Metro South,2020,Q4,Admitted Acute,33855.6,5127,173577500.0,165516672.0,8060827.0,4.64,FY2020/21
Metro South,2020,Q4,Admitted Subacute,7385.9,5127,37867555.0,42204761.0,-4337206.0,-11.45,FY2020/21
Metro South,2020,Q4,Emergency Department,18714.7,5127,95950091.0,103699782.0,-7749691.0,-8.08,FY2020/21
Metro South,2020,Q4,Outpatient,16145.8,5127,82779772.0,84015653.0,-1235880.0,-1.49,FY2020/21
Metro South,2020,Q4,Mental Health,5866.3,5127,30076298.0,29193128.0,883170.0,2.94,FY2020/21
Metro South,2020,Q4,Maternity,3582.5,5127,18367656.0,19868068.0,-1500412.0,-8.17,FY2020/21
Metro South,2021,Q1,Admitted Acute,39379.3,5234,206111199.0,214386844.0,-8275645.0,-4.02,FY2021/22
Metro South,2021,Q1,Admitted Subacute,8026.2,5234,42009051.0,46825099.0,-4816048.0,-11.46,FY2021/22
Metro South,2021,Q1,Emergency Department,22183.0,5234,116105873.0,116080300.0,25573.0,0.02,FY2021/22
Metro South,2021,Q1,Outpatient,18652.1,5234,97625017.0,102732746.0,-5107728.0,-5.23,FY2021/22
Metro South,2021,Q1,Mental Health,6825.1,5234,35722628.0,38479431.0,-2756802.0,-7.72,FY2021/22
Metro South,2021,Q1,Maternity,4041.3,5234,21152244.0,22455251.0,-1303007.0,-6.16,FY2021/22
Metro South,2021,Q2,Admitted Acute,36202.5,5234,189483813.0,190905980.0,-1422166.0,-0.75,FY2021/22
Metro South,2021,Q2,Admitted Subacute,9254.1,5234,48436174.0,47863884.0,572290.0,1.18,FY2021/22
Metro South,2021,Q2,Emergency Department,20738.1,5234,108543376.0,111089051.0,-2545675.0,-2.35,FY2021/22
Metro South,2021,Q2,Outpatient,17153.9,5234,89783571.0,94649816.0,-4866245.0,-5.42,FY2021/22
Metro South,2021,Q2,Mental Health,7213.8,5234,37757154.0,37414235.0,342919.0,0.91,FY2021/22
Metro South,2021,Q2,Maternity,3616.2,5234,18927124.0,18616151.0,310973.0,1.64,FY2021/22
Metro South,2021,Q3,Admitted Acute,40876.0,5234,213945110.0,226736425.0,-12791316.0,-5.98,FY2021/22
Metro South,2021,Q3,Admitted Subacute,8364.2,5234,43778462.0,47662093.0,-3883630.0,-8.87,FY2021/22
Metro South,2021,Q3,Emergency Department,22395.2,5234,117216733.0,128224256.0,-11007523.0,-9.39,FY2021/22
Metro South,2021,Q3,Outpatient,18482.9,5234,96739515.0,96050824.0,688691.0,0.71,FY2021/22
Metro South,2021,Q3,Mental Health,7011.2,5234,36696413.0,37734617.0,-1038204.0,-2.83,FY2021/22
Metro South,2021,Q3,Maternity,4059.9,5234,21249688.0,22818838.0,-1569150.0,-7.38,FY2021/22
Metro South,2021,Q4,Admitted Acute,40195.6,5234,210383805.0,223332405.0,-12948600.0,-6.15,FY2021/22
Metro South,2021,Q4,Admitted Subacute,8213.9,5234,42991671.0,44825462.0,-1833791.0,-4.27,FY2021/22
Metro South,2021,Q4,Emergency Department,22812.9,5234,119402784.0,132460192.0,-13057407.0,-10.94,FY2021/22
Metro South,2021,Q4,Outpatient,16055.8,5234,84035837.0,82188604.0,1847232.0,2.2,FY2021/22
Metro South,2021,Q4,Mental Health,6339.4,5234,33180162.0,35616136.0,-2435974.0,-7.34,FY2021/22
Metro South,2021,Q4,Maternity,4045.0,5234,21171636.0,20881519.0,290116.0,1.37,FY2021/22
Metro South,2022,Q1,Admitted Acute,41964.3,5389,226145396.0,247158717.0,-21013320.0,-9.29,FY2022/23
Metro South,2022,Q1,Admitted Subacute,9784.5,5389,52728629.0,54952740.0,-2224111.0,-4.22,FY2022/23
Metro South,2022,Q1,Emergency Department,23392.1,5389,126059912.0,130651177.0,-4591265.0,-3.64,FY2022/23
Metro South,2022,Q1,Outpatient,18255.1,5389,98376894.0,102907518.0,-4530624.0,-4.61,FY2022/23
Metro South,2022,Q1,Mental Health,7558.6,5389,40733336.0,44744139.0,-4010804.0,-9.85,FY2022/23
Metro South,2022,Q1,Maternity,4283.9,5389,23086068.0,24918886.0,-1832818.0,-7.94,FY2022/23
Metro South,2022,Q2,Admitted Acute,39644.8,5389,213645614.0,219726988.0,-6081373.0,-2.85,FY2022/23
Metro South,2022,Q2,Admitted Subacute,8692.6,5389,46844202.0,46466422.0,377779.0,0.81,FY2022/23
Metro South,2022,Q2,Emergency Department,23894.3,5389,128766156.0,144038812.0,-15272656.0,-11.86,FY2022/23
Metro South,2022,Q2,Outpatient,17656.3,5389,95149957.0,96886828.0,-1736871.0,-1.83,FY2022/23
Metro South,2022,Q2,Mental Health,7689.1,5389,41436712.0,40802153.0,634559.0,1.53,FY2022/23
Metro South,2022,Q2,Maternity,4229.5,5389,22792511.0,24493337.0,-1700826.0,-7.46,FY2022/23
Metro South,2022,Q3,Admitted Acute,42703.0,5389,230126631.0,225976114.0,4150517.0,1.8,FY2022/23
Metro South,2022,Q3,Admitted Subacute,9214.9,5389,49658864.0,53792696.0,-4133832.0,-8.32,FY2022/23
Metro South,2022,Q3,Emergency Department,23258.8,5389,125341745.0,119186091.0,6155654.0,4.91,FY2022/23
Metro South,2022,Q3,Outpatient,19654.1,5389,105915819.0,101255834.0,4659986.0,4.4,FY2022/23
Metro South,2022,Q3,Mental Health,7625.3,5389,41092967.0,40452809.0,640159.0,1.56,FY2022/23
Metro South,2022,Q3,Maternity,4499.8,5389,24249291.0,24553618.0,-304327.0,-1.25,FY2022/23
Metro South,2022,Q4,Admitted Acute,40764.1,5389,219677505.0,214253880.0,5423625.0,2.47,FY2022/23
Metro South,2022,Q4,Admitted Subacute,9139.7,5389,49253970.0,54131621.0,-4877652.0,-9.9,FY2022/23
Metro South,2022,Q4,Emergency Department,24889.9,5389,134131811.0,135823564.0,-1691754.0,-1.26,FY2022/23
Metro South,2022,Q4,Outpatient,18711.1,5389,100834258.0,108170158.0,-7335900.0,-7.28,FY2022/23
